type,hts,year,desc,cntry,quantity_desc,fas,a
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands Antilles ,Value for: kilograms,57067.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands Antilles ,Value for: kilograms,192059.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands Antilles ,Value for: kilograms,449418.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands Antilles ,Value for: kilograms,199661.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,New Zealand,Value for: kilograms,360060.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,New Zealand,Value for: kilograms,83633.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,New Zealand,Value for: kilograms,5210.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,New Zealand,Value for: kilograms,8450.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,New Zealand,Value for: kilograms,256477.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Norway,Value for: kilograms,4700.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Norway,Value for: kilograms,7507.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Oman,Value for: kilograms,23520.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Pakistan,Value for: kilograms,46531.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Pakistan,Value for: kilograms,10620.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Pakistan,Value for: kilograms,27991.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Panama,Value for: kilograms,81521.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Panama,Value for: kilograms,6162.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Panama,Value for: kilograms,99212.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Panama,Value for: kilograms,83795.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Paraguay,Value for: kilograms,93140.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Peru,Value for: kilograms,19086.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Philippines,Value for: kilograms,19600.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Philippines,Value for: kilograms,14480.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Philippines,Value for: kilograms,66175.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Philippines,Value for: kilograms,31418.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Poland,Value for: kilograms,86470.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Portugal,Value for: kilograms,33600.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Portugal,Value for: kilograms,5565.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Portugal,Value for: kilograms,19500.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Portugal,Value for: kilograms,3397.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Portugal,Value for: kilograms,7995.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Portugal,Value for: kilograms,14832.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Portugal,Value for: kilograms,41600.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Qatar,Value for: kilograms,4639.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Reunion,Value for: kilograms,4680.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Russia,Value for: kilograms,182778.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Russia,Value for: kilograms,686438.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Russia,Value for: kilograms,267015.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Russia,Value for: kilograms,62585.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saint Kitts and Nevis,Value for: kilograms,31121.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saint Kitts and Nevis,Value for: kilograms,39196.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saint Lucia,Value for: kilograms,7089.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saint Vincent and the Grenadines,Value for: kilograms,15000.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saint Vincent and the Grenadines,Value for: kilograms,6945.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saudi Arabia,Value for: kilograms,86346.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saudi Arabia,Value for: kilograms,49680.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saudi Arabia,Value for: kilograms,76518.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saudi Arabia,Value for: kilograms,85788.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saudi Arabia,Value for: kilograms,62208.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saudi Arabia,Value for: kilograms,15360.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Saudi Arabia,Value for: kilograms,3700.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Singapore,Value for: kilograms,6273.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Singapore,Value for: kilograms,4365.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Singapore,Value for: kilograms,6000.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Singapore,Value for: kilograms,5537.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Singapore,Value for: kilograms,4212.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Slovenia,Value for: kilograms,11481.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Africa,Value for: kilograms,41545.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Africa,Value for: kilograms,3139.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Africa,Value for: kilograms,58410.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Africa,Value for: kilograms,350512.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Africa,Value for: kilograms,383100.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Korea,Value for: kilograms,3138.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Korea,Value for: kilograms,37379.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Korea,Value for: kilograms,153631.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Korea,Value for: kilograms,74603.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Korea,Value for: kilograms,105180.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,South Korea,Value for: kilograms,76080.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Soviet Union,Value for: kilograms,66672.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Spain,Value for: kilograms,1709.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Spain,Value for: kilograms,4216.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Spain,Value for: kilograms,7216.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Spain,Value for: kilograms,63917.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Suriname,Value for: kilograms,24320.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Suriname,Value for: kilograms,12968.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Suriname,Value for: kilograms,128580.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Sweden,Value for: kilograms,156931.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Sweden,Value for: kilograms,2727836.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Sweden,Value for: kilograms,1024498.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Sweden,Value for: kilograms,174421.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Switzerland,Value for: kilograms,83360.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Switzerland,Value for: kilograms,69000.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Switzerland,Value for: kilograms,6140.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Taiwan,Value for: kilograms,27380.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Taiwan,Value for: kilograms,16000.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Taiwan,Value for: kilograms,8640.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Taiwan,Value for: kilograms,10145.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Thailand,Value for: kilograms,5200.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Trinidad and Tobago,Value for: kilograms,7456.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Trinidad and Tobago,Value for: kilograms,61976.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Trinidad and Tobago,Value for: kilograms,40768.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Tunisia,Value for: kilograms,4100.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Tunisia,Value for: kilograms,2800.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Tunisia,Value for: kilograms,4599.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Tunisia,Value for: kilograms,2880.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Tunisia,Value for: kilograms,48710.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Turkey,Value for: kilograms,5831.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Turkey,Value for: kilograms,10500.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Turkey,Value for: kilograms,3960.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Turkey,Value for: kilograms,5412.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Turks and Caicos Islands,Value for: kilograms,23613.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Turks and Caicos Islands,Value for: kilograms,7728.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Turks and Caicos Islands,Value for: kilograms,15800.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ukraine,Value for: kilograms,112430.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ukraine,Value for: kilograms,73427.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,United Kingdom,Value for: kilograms,107012.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,United Kingdom,Value for: kilograms,81202.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,United Kingdom,Value for: kilograms,61176.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,United Kingdom,Value for: kilograms,44285.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,United Kingdom,Value for: kilograms,46882.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,United Kingdom,Value for: kilograms,40164.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,United Kingdom,Value for: kilograms,222089.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Uruguay,Value for: kilograms,258314.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Uruguay,Value for: kilograms,11512.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Venezuela,Value for: kilograms,19679.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Venezuela,Value for: kilograms,7548.00,
FAS Value,220820,1990,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Angola,Value for: proof liters,24582.00,
FAS Value,220820,2014,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Angola,Value for: proof liters,20000.00,
FAS Value,220820,2017,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Angola,Value for: proof liters,32741.00,
FAS Value,220820,1998,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,15300.00,
FAS Value,220820,2000,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,3610.00,
FAS Value,220820,2007,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,5144.00,
FAS Value,220820,2008,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,5636.00,
FAS Value,220820,2012,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,12240.00,
FAS Value,220820,2013,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,2520.00,
FAS Value,220820,2014,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,11773.00,
FAS Value,220820,2015,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,3048.00,
FAS Value,220820,2023,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Anguilla,Value for: proof liters,5938.00,
FAS Value,220820,1989,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,11528.00,
FAS Value,220820,1990,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,207220.00,
FAS Value,220820,1991,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,17904.00,
FAS Value,220820,1992,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,39004.00,
FAS Value,220820,1993,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,25524.00,
FAS Value,220820,1995,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,12112.00,
FAS Value,220820,1996,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,25726.00,
FAS Value,220820,1997,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,41860.00,
FAS Value,220820,1998,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,14777.00,
FAS Value,220820,1999,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,35339.00,
FAS Value,220820,2000,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,48033.00,
FAS Value,220820,2001,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,53357.00,
FAS Value,220820,2002,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,76045.00,
FAS Value,220820,2003,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,21145.00,
FAS Value,220820,2004,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,6738.00,
FAS Value,220820,2005,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,17980.00,
FAS Value,220820,2006,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,19245.00,
FAS Value,220820,2007,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,3591.00,
FAS Value,220820,2011,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,2694.00,
FAS Value,220820,2012,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,7991.00,
FAS Value,220820,2013,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,17226.00,
FAS Value,220820,2014,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,22006.00,
FAS Value,220820,2015,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,5719.00,
FAS Value,220820,2016,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,17595.00,
FAS Value,220820,2017,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC (GRAPE BRANDY),Antigua and Barbuda,Value for: proof liters,32367.00,
